 sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
1747,II,68.470,[ 293  629  971 1330 1705 2053 2403 2749],59.250,128.857,218.857,701.714,60.000
1748,II,74.537,[ 383  722 1006 1291 1667 2010 2351 2656],49.000,133.143,366.571,649.429,96.750
1749,II,80.135,[ 320  617  916 1216 1514 1815 2116 2415 2716],70.000,159.750,403.750,599.000,128.889
1750,II,70.341,[ 333  670 1013 1348 1675 1986 2354 2729],77.000,127.714,330.571,684.571,117.500
1751,II,66.912,[ 569 1075 1581 2093 2307 2580],113.000,180.800,366.400,804.400,106.667
1752,II,69.108,[ 373  722 1070 1418 1750 2110 2459 2805],47.250,112.286,386.571,694.857,160.250
1753,II,85.866,[ 319  596  871 1148 1431 1714 2000 2282 2556 2835],75.400,107.333,309.333,559.111,96.667
1754,II,88.267,[ 167  382  650  920 1199 1484 1757 2035 2317 2616 2904],50.222,126.000,258.400,547.400,63.500
1755,II,62.409,[ 230  619 1000 1373 1765 2157 2538],53.143,151.333,372.333,769.333,110.000
1756,II,58.596,[ 225  649 1067 1480 1892 2292 2684],107.143,201.500,371.333,819.667,60.400
1757,II,63.827,[ 179  555  927 1297 1682 2071 2438 2812],73.143,,,752.286,46.571
1758,II,61.709,[ 283  668 1061 1457 1844 2238 2617],87.143,172.667,381.000,778.000,109.714
1759,II,78.497,[ 316  624  931 1236 1541 1846 2151 2455 2762],58.000,154.000,196.000,611.500,-17.333
1760,II,60.873,[ 121  520  914 1304 1700 2097 2486 2881],47.429,134.333,416.000,788.571,149.429
1761,II,70.108,[ 192  527  858 1204 1553 1897 2243 2589],70.000,106.000,340.857,684.857,97.750
1762,II,50.016,[ 250  746 1201 1677 2164 2651],107.667,170.000,389.600,960.400,134.000
1763,II,60.939,[ 214  600  960 1348 1735 2255 2610],35.714,127.000,361.000,798.667,135.429
1764,II,65.958,[ 278  662 1036 1381 1744 2134 2485 2830],80.500,119.143,352.286,729.143,116.750
1765,II,67.965,[ 280  638  992 1343 1698 2050 2399 2752],99.750,138.571,348.000,706.286,111.000
1766,II,53.631,[ 389  859 1311 1755 2196 2628],40.333,135.600,350.400,895.600,105.667
1767,II,59.912,[ 185  583  977 1370 1773 2183 2589],64.667,162.667,383.667,801.333,107.714
1768,II,56.690,[ 128  562  971 1394 1813 2225 2670],102.333,134.000,382.800,847.333,149.000
1769,II,63.373,[ 190  571  976 1354 1697 2034 2421 2857],81.000,104.571,306.000,762.000,102.571
1771,II,72.977,[ 275  548  918 1338 1599 1983 2336 2635],61.500,157.429,373.429,674.286,116.000
1772,II,66.465,[ 173  542  906 1264 1619 1976 2339 2701],86.250,117.714,301.143,722.286,96.000
1773,II,89.519,[ 289  559  828 1098 1369 1636 1902 2168 2434 2702],92.000,87.778,268.444,536.222,86.600
1774,II,63.929,[ 163  546  950 1335 1708 2084 2439 2795],43.000,105.143,360.286,752.000,153.500
1775,II,53.397,[ 214  668 1114 1566 2020 2468 2911],84.667,121.000,357.000,899.000,137.000
1776,II,84.467,[ 475  811 1030 1431 1660 2036 2289 2554],75.750,,,594.000,
1777,II,67.452,[ 419  780 1136 1494 1850 2201 2554],67.143,170.000,320.333,711.667,76.000
1778,II,74.108,[ 373  697 1021 1343 1668 1991 2314 2640],56.750,148.571,348.857,647.714,113.750
1779,II,80.061,[ 272  582  866 1152 1468 1784 2073 2366 2674],58.444,124.500,349.750,600.500,119.333
1780,II,76.989,[ 410  693  988 1584 1864 2150 2436 2724],88.250,193.143,423.143,661.143,33.250
1781,II,82.859,[ 271  560  836 1113 1393 1678 1961 2244 2532 2892],43.000,132.857,199.750,582.444,36.250
1782,II,81.679,[ 156  357  736 1029 1337 1639 1953 2254 2544 2860],111.111,126.000,344.000,600.889,87.000
1783,II,68.254,[ 261  611  934 1289 1659 1998 2346 2728],90.500,113.429,311.429,704.857,91.143
1784,II,57.487,[ 214  628 1048 1463 1880 2302 2719],73.429,143.000,381.333,835.000,179.714
1785,II,69.108,[ 220  601  797 1256 1640 2026 2409 2793],58.750,122.857,342.571,735.143,135.750
1786,II,84.548,[ 187  471  742 1000 1274 1585 1925 2232 2502 2760],72.800,243.111,300.889,571.778,-46.200
1787,II,71.145,[ 362  695 1032 1361 1702 2057 2401 2725],95.500,120.857,360.571,675.143,140.750
1788,II,57.123,[ 175  596 1017 1441 1860 2274 2696],86.000,148.000,391.000,840.333,146.857
1789,II,65.314,[ 411  785 1155 1515 1880 2247 2616],78.857,107.667,327.000,735.000,111.429
1790,II,66.416,[ 399  725 1090 1414 1759 2140 2591],53.429,110.667,318.000,730.667,131.429
1791,II,57.058,[ 365  780 1201 1617 2040 2461 2889],82.857,248.000,396.333,841.333,-28.000
1792,II,88.184,[ 209  484  792 1105 1420 1740 2056 2376 2554 2757],93.600,96.222,321.778,566.222,103.000
1793,II,61.918,[ 343  737 1126 1510 1903 2282 2669],97.429,288.667,379.333,775.333,-74.286
1794,II,89.164,[ 209  468  655  974 1308 1544 1843 2172 2463 2704],73.111,201.333,268.667,554.444,2.000
1795,II,70.077,[ 220  606  973 1343 1560 2076 2329 2799],90.000,129.333,362.667,736.857,94.571
1796,II,85.560,[ 229  558  837 1045 1377 1592 1951 2174 2491 2860],81.000,169.000,356.000,584.667,85.750
1797,II,71.573,[ 286  615  942 1275 1611 1945 2290 2634],94.750,163.714,386.286,670.857,97.250
1798,II,73.564,[ 131  456  781 1106 1433 1760 2087 2414 2741],55.000,159.429,408.857,652.500,94.889
1799,II,60.975,[ 244  646 1005 1395 1818 2226 2611],60.857,139.333,327.000,789.000,93.143
1800,II,68.715,[ 358  705 1057 1404 1755 2100 2450 2803],86.000,136.286,376.000,698.571,130.500
1801,II,101.881,[ 295  528  768 1013 1178 1485 1735 1975 2209 2451 2695],86.909,142.333,352.333,480.000,126.667
1802,II,47.649,[ 278  780 1281 1777 2297 2797],96.667,140.800,393.200,1007.600,116.667
1803,II,48.310,[ 463  880 1295 1990 2523],85.600,162.500,432.500,1030.000,148.800
1804,II,56.560,[ 447  869 1301 1732 2149 2569],84.333,190.000,406.800,848.800,81.600
1805,II,75.905,[ 128  438  754 1073 1393 1708 2017 2333 2658],62.500,113.750,306.500,632.500,100.889
1806,II,47.910,[ 473  979 1478 1970 2477],89.200,223.000,405.000,1002.000,54.800
1807,II,55.838,[ 246  671 1098 1530 1963 2394 2825],103.429,146.333,431.000,859.667,134.286
1808,II,101.136,[ 348  584  818 1046 1278 1515 1755 1995 2236 2475 2722],44.727,164.000,217.111,474.800,13.111
1809,II,83.175,[ 266  557  848 1137 1424 1710 1998 2287 2575 2863],85.800,126.222,308.222,577.111,91.333
1810,II,96.678,[ 201  457  702  945 1190 1441 1691 1937 2183 2432 2684],90.000,145.800,351.200,496.600,94.545
1811,II,55.947,[ 278  709 1142 1571 2000 2429 2852],51.429,222.000,335.000,858.000,-1.000
1812,II,66.019,[ 337  700 1070 1439 1802 2160 2521 2882],83.000,108.571,348.857,727.143,164.857
1813,II,82.401,[ 318  617  911 1195 1476 1763 2058 2355 2649],82.889,112.500,339.500,582.750,127.778
1814,II,52.495,[ 468  927 1382 1835 2295 2754],69.000,154.000,368.000,914.400,87.000
1815,II,84.653,[ 126  405  688  980 1267 1558 1849 2132 2409 2679],83.111,108.222,324.889,567.333,115.400
1816,II,75.143,[ 315  638  952 1258 1568 1895 2240 2560 2873],71.778,142.000,337.250,639.500,91.000
1817,II,88.564,[ 271  523  763 1057 1302 1547 1879 2152 2444 2734],66.600,172.667,258.667,547.333,68.500
1818,II,65.736,[ 386  761 1126 1494 1854 2212 2577],52.286,155.667,380.000,730.333,135.143
1819,II,60.671,[ 472  869 1257 1648 2043 2437 2846],75.143,141.667,382.667,791.333,138.857
1820,II,118.117,[ 165  490  612  942 1064 1387 1508 1873 2290 2413 2734],57.400,142.889,290.600,513.800,108.600
1821,II,52.145,[ 340  807 1279 1738 2215 2644],84.667,158.000,387.200,921.600,174.000
1822,II,63.951,[ 385  765 1144 1523 1896 2270 2637],83.429,110.000,336.000,750.667,118.000
1823,II,65.640,[ 303  675 1027 1359 1711 2083 2474 2870],88.000,77.429,272.857,733.429,111.750
1824,II,72.959,[ 539  705  985 1432 1876 2320 2765],67.714,133.333,189.667,742.000,4.000
1825,II,61.936,[ 243  630 1016 1403 1791 2180 2568],49.714,129.000,358.000,775.000,145.429
1826,II,72.731,[ 446  778 1116 1460 1801 2125 2439 2758],38.500,128.286,323.429,660.571,118.000
1827,II,62.252,[ 269  672 1047 1436 1817 2187 2584],61.143,151.000,359.333,771.667,103.143
1828,II,86.601,[ 199  478  756 1025 1294 1568 1846 2127 2410 2694],71.600,113.778,324.667,554.444,85.800
1829,II,109.092,[ 190  313  560  918 1045 1291 1649 1961 2384 2735 2858],72.364,127.500,199.500,533.600,33.333
1830,II,61.802,[ 479  907 1336 1762 2190 2617 2878],104.857,202.000,474.667,799.667,120.333
1831,II,69.228,[ 279  639  973 1308 1671 2048 2394 2712],81.750,106.857,332.000,695.143,115.500
1832,II,91.854,[ 132  396  659  919 1176 1439 1700 1960 2219 2481 2745],63.800,91.400,281.800,522.600,95.091
1833,II,57.147,[ 438  869 1265 1704 2122 2540],81.000,138.400,398.400,840.800,151.000
1834,II,110.697,[ 332  549  766  981 1198 1416 1634 1851 2068 2287 2504 2717],95.333,134.364,325.818,433.636,58.333
1835,II,61.495,[ 195  594  979 1373 1759 2145 2537],76.333,234.400,484.800,780.667,133.143
1836,II,56.607,[ 349  769 1190 1611 2041 2467 2893],92.286,228.333,487.333,848.000,120.333
1837,II,75.981,[ 130  452  767 1080 1387 1716 2026 2337 2658],81.750,104.250,325.000,632.000,128.444
1838,II,61.187,[ 152  510  873 1256 1732 2114 2524],46.667,152.800,385.200,790.667,120.857
1839,II,43.617,[ 275  821 1371 1924 2476],63.200,190.000,495.500,1100.500,154.800
1840,II,73.582,[ 131  593  854 1103 1433 1776 2115 2465 2816],88.500,167.600,344.000,671.250,70.286
1841,II,76.899,[ 187  505  823 1142 1461 1775 2090 2397 2686],87.111,150.250,383.750,624.750,124.889
1842,II,58.638,[ 207  614 1016 1427 1843 2256 2663],58.000,75.000,317.333,818.667,139.714
1843,II,67.723,[ 367  701 1033 1373 1723 2089 2464 2855],48.500,126.000,358.857,710.857,109.750
1844,II,60.272,[ 263  643 1032 1425 1835 2242 2654],91.143,180.667,385.667,797.000,101.143
1845,II,80.375,[ 202  504  805 1100 1397 1700 1988 2288 2592 2890],81.400,186.250,365.250,597.333,107.500
1846,II,71.114,[ 193  452  807 1155 1511 1873 2231 2581],87.429,170.286,374.000,682.286,109.250
1847,II,75.778,[ 276  628  980 1329 1520 1869 2213 2557 2901],58.000,105.250,311.000,656.250,132.250
1848,II,63.101,[ 188  579  947 1331 1728 2102 2472 2852],82.750,140.000,380.000,761.143,126.857
1849,II,82.826,[ 232  519  808 1100 1392 1680 1970 2263 2552 2840],62.600,120.000,344.889,579.556,143.000
1850,II,112.744,[ 127  342  560  773  984 1195 1405 1612 1825 2041 2257 2474 2688 2895],82.571,169.333,264.500,425.846,2.000
1851,II,71.539,[ 230  559  885 1213 1546 1883 2224 2568 2915],62.444,120.750,328.500,671.250,90.250
1852,II,61.597,[ 129  510  893 1285 1683 2073 2460 2857],73.429,135.000,396.333,779.429,109.750
1853,II,63.326,[ 399  781 1158 1536 1918 2295 2673],79.429,130.333,355.000,758.000,100.857
1854,II,67.485,[ 267  695 1116 1683 1907 2166 2599],126.286,221.667,447.333,777.333,77.143
1855,II,47.830,[ 270  771 1276 1782 2283 2779],117.200,187.000,429.500,1003.600,121.000
1856,II,69.062,[ 242  590  932 1281 1638 1987 2328 2675],76.000,118.286,346.000,695.143,169.500
1857,II,84.723,[ 361  609  938 1290 1594 1897 2127 2506 2711],57.778,131.143,255.143,587.500,50.000
1858,II,56.986,[ 300  717 1141 1561 1982 2403 2827],67.143,155.333,436.000,842.333,92.286
1859,II,51.541,[ 465  911 1354 1786 2311 2804],84.000,158.800,428.800,935.600,116.333
1861,II,86.044,[ 398  684  970 1258 1458 1799 2093 2382 2669],62.000,140.333,363.667,567.750,97.111
1862,II,82.577,[ 225  444  813 1110 1411 1711 2010 2292 2587],70.222,126.000,358.000,590.500,104.000
1863,II,72.497,[ 190  416  729 1086 1436 1828 2210 2570],71.429,150.000,379.714,680.000,133.000
1864,II,63.933,[ 304  647  839 1165 1690 2330 2920],78.286,151.200,310.400,872.000,103.600
1865,II,81.329,[ 168  464  759 1054 1352 1650 1946 2239 2532 2824],83.400,118.667,325.778,590.222,160.800
1866,II,65.012,[ 293  666 1051 1396 1752 2128 2506 2880],74.000,126.286,253.429,739.143,67.500
1867,II,72.393,[ 439  774 1092 1409 1746 2105 2441 2763],93.250,160.571,396.286,664.000,107.000
1868,II,60.307,[ 414  813 1204 1605 2003 2398 2802],102.286,194.333,437.667,796.000,105.714
1869,II,50.330,[ 499  958 1458 1956 2423 2886],80.333,157.600,444.800,954.800,192.400
1870,II,69.342,[ 451  781 1120 1481 1812 2160 2529 2877],95.750,140.000,368.000,693.143,104.000
1871,II,70.411,[ 414  755 1097 1438 1777 2117 2459 2800],63.000,153.429,377.143,681.714,123.750
1872,II,61.176,[ 184  764 1280 1626 2042 2294],68.400,169.200,421.200,844.000,137.200
1873,II,50.308,[ 457  917 1416 1808 2447 2895],43.667,90.000,348.800,975.200,146.000
1874,II,51.672,[ 229  693 1072 1521 2064 2582],70.000,189.600,315.600,941.200,51.000
1875,II,57.290,[ 126  558  973 1392 1825 2240 2641],43.667,175.200,394.400,838.333,114.857
1876,II,54.813,[ 196  599 1028 1476 1912 2359 2828],96.000,187.333,430.000,877.333,105.143
1877,II,59.684,[ 451  848 1253 1659 2067 2462 2864],93.714,192.333,439.333,804.333,91.429
1878,II,69.672,[ 166  464  946 1304 1661 2031 2326 2632],72.000,169.429,379.714,704.571,133.250
1879,II,85.756,[ 293  578  861 1141 1418 1697 1978 2258 2537 2812],91.800,129.111,329.333,559.778,86.600
1880,II,57.633,[ 223  742 1224 1487 2006 2422],96.000,149.200,380.400,879.600,134.667
1881,II,70.980,[ 134  416  803 1125 1491 1774 2122 2508 2874],90.500,153.000,288.667,685.000,96.000
1882,II,69.088,[ 198  476 1012 1490 1766 2076 2388 2760],39.500,117.667,294.286,732.000,142.571
1883,II,108.398,[ 122  472  764 1177 1308 1468 1880 2007 2168 2583],53.778,98.000,246.500,546.889,106.800
1884,II,68.617,[ 347  690 1034 1380 1733 2090 2449 2796],101.500,280.800,366.000,699.714,-36.000
1885,II,59.368,[ 202  609 1019 1411 1814 2222 2628],97.143,191.333,467.000,808.667,168.000
1886,II,60.025,[ 170  571  971 1370 1770 2170 2569],84.286,150.000,395.333,799.667,150.000
1887,II,54.971,[ 309  709 1126 1579 2043 2498],80.667,213.000,390.000,875.600,22.667
1888,II,82.841,[ 226  504  785 1070 1365 1669 1964 2257 2548 2835],72.600,127.556,331.556,579.778,85.000
1889,II,66.827,[ 320  680 1037 1395 1755 2117 2475 2834],78.000,151.143,296.857,718.286,80.500
1890,II,66.838,[ 169  522  875 1230 1589 1954 2318 2683],114.000,120.286,345.143,718.286,99.250
1891,II,66.150,[ 212  708 1169 1405 1904 2374 2610],82.571,160.000,372.333,799.333,57.143
1892,II,63.942,[ 409  706 1174 1551 1836 2303 2743],63.143,127.200,294.000,778.000,92.286
1893,II,48.814,[ 127  599 1086 1620 2122 2590],98.000,167.000,296.000,985.200,68.000
1894,II,87.961,[1971 2134 2532 2894],33.000,132.000,232.000,615.333,34.000
1895,II,93.475,[ 178  445  695 1022 1288 1492 1754 2014 2273 2590 2795],94.222,170.000,305.000,523.400,56.200
1896,II,85.411,[ 302  580  860 1141 1422 1704 1986 2268 2550 2831],78.400,129.556,345.111,562.000,96.400
1897,II,62.638,[ 322  704 1085 1466 1849 2237 2621],90.000,169.000,420.667,766.333,153.429
1898,II,68.220,[ 173  526  881 1236 1592 1945 2287 2636],84.500,166.571,412.286,703.714,122.500
1899,II,51.371,[ 553 1016 1486 1954 2424 2889],52.333,138.400,359.600,934.400,117.200
1900,II,73.794,[ 280  614  948 1269 1587 1920 2247 2569 2883],70.222,99.500,354.500,650.750,163.750
1901,II,60.077,[ 204  600  997 1395 1798 2200 2601],56.286,113.333,337.000,799.000,126.286
1902,II,55.557,[ 299  681 1204 1797 2151 2534],55.333,167.600,198.800,894.000,12.667
1903,II,59.085,[ 517  926 1333 1738 2144 2548],76.667,182.500,352.500,812.400,116.400
1904,II,69.171,[ 334  682 1028 1381 1728 2071 2421 2763],43.000,109.429,382.000,694.000,142.500
1905,II,70.083,[ 165  534  900 1262 1630 1997 2355 2602],83.500,114.000,348.000,696.286,138.250
1906,II,65.111,[ 476  774 1235 1617 1914 2367 2747],61.429,147.000,352.000,757.000,123.429
1907,II,85.068,[ 408  757 1112 1468 1820 1968 2176 2520 2871],67.778,99.429,340.571,615.750,163.500
1908,II,64.369,[ 408  755 1131 1522 1909 2279 2648],60.286,168.667,408.333,746.667,142.000
1909,II,63.635,[ 523  837 1197 1449 1953 2432 2919],76.857,124.333,349.667,798.667,153.333
1910,II,82.855,[ 224  512  801 1090 1380 1670 1958 2248 2539 2831],67.600,120.222,351.333,579.333,116.200
1911,II,77.533,[ 178  465  742 1057 1399 1717 2032 2369 2665],90.000,157.333,288.500,621.750,35.429
1912,II,66.138,[ 464  845 1201 1569 1928 2274 2643],70.286,143.667,387.667,726.333,128.286
1913,II,78.536,[ 136  444  741 1042 1347 1659 1970 2272 2575 2887],76.667,164.000,359.111,611.333,74.250
1914,II,77.577,[ 435  749 1067 1384 1688 1998 2317 2647 2917],88.889,152.000,382.500,620.500,89.000
1915,II,73.992,[ 273  595  916 1243 1569 1891 2215 2542 2868],69.778,150.000,321.000,648.750,60.750
1916,II,64.382,[ 164  447  919 1446 1799 2055 2559],54.000,91.667,209.333,798.333,52.333
1917,II,59.052,[ 232  479  825 1118 2036 2774],69.333,133.200,235.200,1016.800,68.000
1918,II,59.132,[ 237  633 1038 1437 1851 2269 2673],88.571,177.333,394.333,812.000,96.857
1919,II,94.531,[ 141  401  653  905 1156 1422 1689 1943 2195 2441 2682],90.909,136.800,313.400,508.200,75.818
1920,II,55.820,[ 156  591 1026 1458 1889 2314 2736],98.000,223.600,306.400,860.000,-24.333
1921,II,54.811,[ 484  870 1360 1749 2198 2695],96.000,205.600,460.400,884.400,123.000
1922,II,69.826,[ 325  668 1012 1356 1700 2043 2387 2731],56.750,56.857,346.571,687.429,131.250
1923,II,62.504,[ 324  711 1094 1473 1854 2242 2628],48.571,192.000,213.667,768.000,-12.286
1924,II,65.601,[ 252  617  985 1352 1716 2084 2450 2813],88.750,148.857,385.714,731.714,108.500
1925,II,54.056,[ 470  914 1355 1796 2243 2690],90.667,135.600,383.600,888.000,129.667
1926,II,56.499,[ 481  910 1333 1758 2183 2605],93.667,205.600,418.400,849.600,61.333
1927,II,73.423,[ 137  475  809 1142 1470 1793 2114 2432 2753],74.500,123.500,232.750,654.000,50.889
1928,II,93.980,[ 258  515  768 1022 1280 1542 1805 2072 2251 2590 2862],85.455,97.000,301.000,520.800,151.714
1929,II,74.952,[ 356  672  998 1323 1642 1961 2280 2604 2918],45.778,120.500,278.000,640.500,115.250
1930,II,50.244,[ 379  863 1329 1806 2268 2769],80.000,159.200,395.200,956.000,113.333
1931,II,54.103,[ 276  718 1160 1603 2048 2494],70.333,131.200,380.800,887.200,142.667
1932,II,57.057,[ 359  761 1189 1630 2027 2453 2886],96.000,201.000,355.333,842.333,36.500
1933,II,57.772,[ 145  558  970 1387 1742 2235 2657],87.333,147.200,193.200,837.333,28.571
1934,II,82.431,[ 380  675 1028 1261 1557 1852 2144 2438 2732],90.444,189.000,409.333,588.000,68.286
1935,II,67.238,[ 214  543  996 1427 1836 2134 2428 2772],51.750,113.143,213.714,730.857,50.750
1936,II,63.237,[ 418  763 1110 1489 1898 2303 2705],95.429,197.000,367.667,762.333,107.143
1937,II,78.521,[ 271  554  843 1151 1472 1784 2091 2401 2720],80.889,116.857,308.571,612.250,97.333
1938,II,55.840,[ 193  624 1053 1488 1914 2338 2772],100.571,141.000,384.000,859.667,116.571
1939,II,116.035,[ 153  358  564  767  973 1181 1387 1594 1802 2010 2219 2428 2634 2842],45.077,,,413.692,100.000
1940,II,67.045,[ 164  535  893 1250 1611 1977 2326 2671],34.571,130.571,316.286,716.286,84.750
1941,II,60.506,[ 163  559  954 1349 1748 2142 2543],67.333,125.333,348.333,793.333,105.429
1942,II,61.251,[ 482  876 1268 1657 2049 2441 2833],86.571,159.000,400.000,783.667,118.571
1943,II,84.957,[ 335  629  928 1213 1482 1755 2032 2300 2577 2882],93.200,103.556,298.222,566.000,81.778
1945,II,62.827,[ 303  685 1067 1450 1832 2213 2595],88.571,151.000,240.667,764.000,-3.429
1946,II,48.172,[1125 1608 1920 2879],127.500,183.333,290.667,1169.333,-8.667
1947,II,69.456,[ 298  640  982 1326 1672 2016 2366 2717],70.500,128.000,353.714,691.143,127.500
1948,II,65.966,[ 186  553  920 1280 1646 2013 2370 2733],82.500,170.286,408.000,727.714,137.000
1949,II,72.111,[ 365  746 1137 1535 1934 2321 2708 2878],77.250,96.857,340.000,718.000,163.429
1950,II,107.820,[ 392  853  978 1322 1449 1791 2247 2373 2709],71.556,194.000,430.000,579.250,109.556
1951,II,69.786,[ 483  847 1197 1541 1886 2223 2558 2892],82.000,183.000,367.143,688.286,28.333
1952,II,74.546,[ 384  698 1014 1334 1660 1973 2300 2639],56.000,127.714,328.857,644.286,131.500
1953,II,68.222,[ 320  668 1024 1381 1737 2080 2428 2783],86.000,94.571,330.571,703.714,132.500
1954,II,73.033,[ 200  492  786 1082 1684 2022 2325 2625],56.000,164.286,355.714,692.857,77.000
1955,II,58.102,[ 285  696 1124 1543 1936 2344 2765],101.714,156.000,370.667,826.667,100.286
1956,II,126.344,[ 352  493  738  932 1124 1317 1510 1702 1894 2085 2276 2466 2657 2849],83.143,99.333,146.444,384.154,17.333
1957,II,71.439,[ 450  784 1116 1450 1794 2135 2467 2802],75.000,124.571,337.429,672.000,137.250
1958,II,56.656,[ 513  930 1359 1796 2205 2632],89.000,134.800,370.800,847.600,101.667
1959,II,70.031,[ 384  727 1067 1412 1755 2098 2438 2783],58.750,147.714,406.571,685.429,157.250
1960,II,86.208,[ 252  493  774 1047 1330 1630 1910 2189 2475 2765],43.333,140.667,245.500,558.444,43.200
1961,II,77.669,[ 325  644  966 1288 1612 1810 2269 2588],59.000,85.714,264.571,646.571,118.750
1962,II,65.474,[ 323  700 1073 1426 1810 2194 2571 2896],86.000,90.857,322.571,735.143,91.714
1963,II,76.704,[ 167  522  783 1206 1475 1787 2088 2415 2717],49.111,130.000,287.333,637.500,88.000
1964,II,63.991,[ 459  838 1218 1583 1952 2338 2710],85.429,130.667,305.333,750.333,86.286
1965,II,54.796,[ 306  746 1186 1620 2059 2496],58.333,144.800,371.200,876.000,121.000
1966,II,48.743,[ 430  979 1401 1890 2360 2913],88.333,154.500,472.500,993.200,180.500
1967,II,51.549,[ 540 1011 1472 1936 2404 2868],103.333,187.200,451.600,931.200,196.800
1968,II,59.057,[ 281  691 1084 1494 1911 2315 2720],97.429,154.000,422.000,813.000,154.000
1969,II,82.887,[ 161  522  734 1088 1383 1644 1952 2194 2487 2838],36.600,85.556,144.444,594.889,16.400
1970,II,71.576,[ 378  703 1019 1436 1790 2114 2430 2744],94.286,160.286,310.857,676.000,66.500
1971,II,67.697,[ 315  673 1028 1375 1728 2088 2447 2797],85.750,135.143,375.714,709.143,136.000
1972,II,51.748,[ 404  864 1325 1791 2258 2723],53.600,164.000,239.000,927.600,35.667
1973,II,85.028,[ 402  557  848 1003 1307 1777 2346 2853],58.250,168.667,212.000,700.286,-0.667
1974,II,65.221,[ 189  571  947 1317 1686 2050 2409 2766],76.750,186.857,409.143,736.286,103.250
1975,II,71.607,[ 226  570  913 1247 1585 1921 2252 2580 2908],96.222,175.250,404.000,670.500,93.750
1976,II,59.902,[ 415  821 1220 1620 2020 2420 2819],52.571,192.667,370.667,801.333,66.000
1977,II,85.420,[ 265  550  829 1106 1383 1661 1942 2224 2508 2794],83.000,139.000,299.556,562.000,59.111
1978,II,58.524,[ 212  528  963 1388 1823 2265 2703],105.000,240.333,426.000,830.333,59.429
1979,II,64.917,[ 138  511  883 1249 1618 1987 2356 2726],92.286,145.333,360.667,739.429,102.750
1980,II,91.039,[ 331  592  862 1126 1385 1649 1916 2174 2439 2704],53.400,127.333,326.222,527.333,91.000
1981,II,92.330,[ 125  379  633  891 1164 1440 1693 1941 2198 2466 2727],57.800,125.400,297.200,520.400,71.273
1982,II,71.111,[ 512  901 1259 1600 1910 2231 2559 2885],91.750,103.429,298.286,678.000,93.143
1983,II,80.077,[ 187  497  814 1129 1430 1724 2021 2326 2639 2894],101.400,126.444,366.667,601.556,120.000
1984,II,61.885,[ 284  668 1055 1445 1832 2219 2611],92.286,159.000,390.000,775.667,132.286
1985,II,66.096,[ 304  682 1056 1397 1746 2102 2479 2849],88.500,114.571,359.714,727.143,125.500
1986,II,67.176,[ 470  820 1155 1515 1888 2246 2616],65.429,83.667,288.000,715.333,108.857
1987,II,71.461,[ 211  569  924 1240 1543 1854 2180 2579],83.250,133.714,356.571,676.571,113.250
1988,II,65.597,[ 343  690 1057 1438 1804 2175 2550 2906],86.250,154.571,382.000,732.286,96.000
1989,II,77.537,[ 150  441  795 1073 1418 1718 1971 2409 2687],47.000,162.333,372.333,634.250,144.444
1990,II,49.184,[ 338  833 1308 1807 2306 2779],95.667,226.800,461.600,976.400,79.667
1991,II,79.347,[ 321  744 1078 1314 1608 1868 2242 2473 2839],91.778,95.429,202.857,629.500,44.500
1992,II,57.407,[ 412  911 1265 1686 2104 2523],128.333,104.500,351.000,844.400,165.600
1993,II,50.147,[ 503  997 1491 1981 2489 2906],94.667,232.800,474.800,961.200,104.400
1994,II,72.023,[ 209  543  880 1216 1549 1880 2216 2547 2875],97.778,173.000,371.250,666.500,60.000
1995,II,54.905,[ 161  600 1044 1480 1910 2351 2784],96.333,147.200,392.000,874.333,114.000
1996,II,70.273,[ 422  761 1098 1440 1787 2136 2474 2813],80.750,145.143,294.857,683.143,73.500
1997,II,70.074,[ 344  689 1014 1380 1722 2058 2394 2744],65.750,127.714,323.143,685.714,147.500
1998,II,54.074,[ 225  669 1112 1557 2000 2444 2888],52.667,165.200,430.800,887.667,101.333
1999,II,71.757,[ 256  588  931 1275 1611 1938 2264 2598],89.500,120.857,342.000,669.143,120.750
2000,II,52.260,[ 273  730 1204 1664 2109 2570],92.333,151.200,386.400,918.800,121.667
2001,II,53.864,[ 329  779 1221 1669 2118 2557],60.667,136.400,437.600,891.200,177.667
2002,II,62.657,[ 332  708 1096 1485 1855 2240 2631],92.571,150.333,404.000,766.333,140.857
2003,II,129.166,"[ 156  349  490  699  891 1033 1237 1437 1636 1803 1948 2131 2441 2656
 2853]",65.714,90.000,194.000,385.286,14.182
2004,II,89.298,[ 372  640  909 1175 1440 1711 1982 2250 2519 2791],88.200,112.444,325.111,537.556,111.800
2005,II,69.357,[ 439  779 1115 1465 1815 2168 2509 2862],66.000,108.286,184.286,692.286,27.500
2006,II,67.170,[ 217  695 1158 1432 1639 2111 2568],77.000,100.667,374.333,783.667,185.429
2007,II,92.949,[1109 1321 1759 1965 2286 2500],39.333,68.000,132.400,556.400,28.667
2008,II,67.657,[ 381  743 1097 1439 1786 2144 2505 2865],76.250,154.000,356.000,709.714,91.714
2009,II,46.557,[ 587 1105 1620 2132 2649],108.000,174.500,453.500,1031.000,140.800
2010,II,82.951,[ 315  608  895 1182 1473 1759 2042 2335 2630],76.000,97.250,342.250,578.750,152.889
