 sample_idx,lead,heart_rate,r_peaks,pr_interval,qrs_complex,qt_interval,rr_interval,st_segment
2589,II,85.455,[ 341  618  894 1174 1455 1735 2013 2297 2583 2869],77.200,138.000,330.889,561.778,85.600
2590,II,116.234,[ 366  752  907 1069 1255 1526 1676 1901 2093 2481 2637 2878],67.400,123.000,218.000,456.727,55.000
2591,II,78.179,[ 319  626  933 1237 1542 1850 2157 2464 2775],88.222,129.500,387.500,614.000,147.333
2592,II,58.100,[ 403  800 1245 1676 2096 2518 2889],92.571,165.667,305.333,828.667,55.000
2593,II,72.614,[ 294  633  965 1292 1624 1957 2283 2608],84.750,176.000,397.429,661.143,90.500
2594,II,39.182,[ 311  892 1518 2144 2763],76.800,158.000,354.000,1226.000,-6.000
2595,II,59.513,[ 253  635 1039 1449 1856 2261 2674],67.000,91.600,160.000,807.000,-1.714
2596,II,55.194,[ 419  863 1255 1747 2199 2605],69.333,156.000,446.000,874.400,209.667
2597,II,63.498,[ 448  833 1212 1592 1965 2339 2716],50.857,107.667,278.000,756.000,113.714
2598,II,85.047,[ 495  737 1093 1297 1710 1943 2298 2507 2918],87.250,109.600,268.400,605.750,84.000
2599,II,62.710,[ 293  513  940 1502 1886 2336 2759],99.429,184.400,420.400,822.000,126.571
2600,II,72.266,[ 280  619  953 1286 1618 1947 2279 2605],67.500,99.667,237.667,664.286,109.500
2601,II,91.193,[ 165  416  678  938 1193 1448 1710 1984 2259 2529 2799],79.273,149.400,312.800,526.800,87.636
2602,II,69.894,[ 366  705 1045 1397 1746 2088 2429 2770],81.500,115.714,357.429,686.857,128.500
2603,II,80.378,[ 173  482  765 1087 1390 1689 1982 2281 2594 2866],74.000,125.714,300.222,598.444,87.429
2604,II,58.547,[ 187  591 1005 1412 1827 2229 2647],72.571,157.667,417.333,820.000,134.000
2606,II,67.634,[ 169  522  876 1235 1590 1944 2298 2653],86.000,126.000,240.333,709.714,56.750
2607,II,54.008,[ 407  852 1303 1745 2187 2629],89.333,133.600,368.400,888.800,143.667
2608,II,60.942,[ 143  547  940 1317 1708 2105 2495 2901],88.000,158.000,264.333,788.000,67.429
2609,II,71.396,[ 327  700 1071 1287 1778 2115 2448 2788],66.571,165.333,418.667,703.143,116.500
2610,II,51.682,[ 142  606 1071 1535 2005 2464],85.200,172.000,429.500,928.800,146.400
2611,II,71.098,[ 274  613  953 1291 1630 1967 2303 2637],71.250,163.143,418.000,675.143,131.500
2612,II,55.513,[ 430  881 1315 1753 2175 2593],94.333,158.800,402.800,865.200,136.000
2613,II,68.584,[ 275  609  936 1299 1636 2006 2382 2730],73.000,119.714,416.857,701.429,142.000
2614,II,66.362,[ 451  811 1173 1538 1897 2261 2621],74.286,174.000,383.200,723.333,94.857
2615,II,60.072,[ 454  881 1295 1711 2098 2472 2856],64.857,142.000,368.667,800.667,102.000
2616,II,61.449,[ 298  713 1122 1509 1913 2291 2647],91.429,188.333,439.000,783.000,126.000
2617,II,60.530,[ 215  672 1024 1421 1822 2273 2618],125.714,104.000,323.333,801.000,122.857
2618,II,78.894,[ 332  718 1106 1317 1494 1867 2269 2659],92.500,122.286,336.000,664.857,120.750
2619,II,69.027,[ 279  624  976 1326 1675 2020 2370 2713],78.250,149.429,368.571,695.429,135.000
2620,II,77.238,[ 239  892 1085 1710 1905 2554 2748],111.429,170.333,444.667,836.333,163.143
2621,II,63.273,[ 409  794 1176 1556 1932 2307 2685],61.429,124.333,369.333,758.667,137.714
2622,II,56.678,[ 277  705 1113 1526 1949 2382 2819],72.857,174.000,304.333,847.333,62.571
2623,II,82.373,[ 359  633  904 1196 1502 1812 2104 2395 2694],83.556,126.500,321.250,583.750,89.111
2624,II,72.904,[ 305  631  956 1291 1630 1962 2288 2610],101.750,156.286,385.143,658.571,106.500
2625,II,63.992,[ 219  570  935 1321 1694 2061 2452 2848],87.000,130.857,343.143,751.143,103.250
2626,II,61.070,[ 370  768 1106 1565 1965 2299 2762],66.857,129.500,410.000,797.333,191.200
2627,II,56.807,[ 320  744 1171 1592 2014 2438 2855],62.571,113.000,361.333,845.000,129.667
2628,II,109.049,[ 153  421  698  890 1155 1342 1518 1740 1987 2217 2389 2696 2883],43.692,95.800,263.600,455.000,81.500
2629,II,70.153,[ 360  698 1040 1388 1732 2073 2410 2755],41.250,116.000,330.000,684.286,128.500
2630,II,73.152,[ 245  573  893 1219 1559 1888 2218 2533 2871],55.333,174.333,330.667,656.500,58.250
2631,II,58.564,[ 136  540  948 1357 1770 2184 2595],92.333,132.400,389.200,819.667,135.429
2632,II,69.203,[ 303  650  994 1337 1686 2038 2391 2731],61.000,134.000,374.000,693.714,162.250
2633,II,103.222,[ 146  391  635  877 1118 1351 1570 1787 2007 2234 2471 2708],83.333,192.500,338.500,465.818,14.000
2634,II,62.505,[ 444  822 1205 1591 1979 2360 2748],66.571,114.000,338.000,768.000,124.571
2635,II,98.747,[ 190  439  688  934 1179 1420 1660 1903 2142 2383 2622 2864],60.000,122.364,326.182,486.182,114.364
2636,II,78.026,[ 217  531  836 1148 1455 1760 2069 2374 2678],77.333,143.750,337.250,615.250,111.556
2637,II,56.149,[ 174  632 1053 1478 1933 2343 2744],86.333,197.500,362.000,856.667,67.600
2638,II,80.624,[ 320  615  919 1226 1526 1819 2114 2409 2702],85.556,121.714,330.571,595.500,110.444
2639,II,110.431,[ 148  364  580  797 1014 1231 1448 1665 1883 2101 2320 2538 2756],77.385,,,434.667,
2640,II,73.717,[ 443  769 1096 1420 1747 2072 2396 2722],97.250,123.714,350.571,651.143,122.250
2641,II,55.502,[ 521  964 1401 1822 2243 2684],94.333,140.000,365.200,865.200,110.800
2642,II,82.765,[ 312  606  895 1188 1478 1764 2055 2341 2632],92.222,171.500,288.250,580.000,18.667
2643,II,55.738,[ 490  917 1349 1782 2215 2643],94.333,157.200,354.400,861.200,138.000
2644,II,88.476,[ 145  419  693  962 1228 1499 1768 2039 2306 2580 2858],49.273,116.600,296.400,542.600,128.909
2645,II,69.834,[ 188  539  883 1229 1573 1917 2257 2594],95.500,97.429,327.143,687.429,98.250
2646,II,66.937,[ 366  722 1077 1434 1794 2150 2512 2876],68.250,104.000,325.714,717.143,102.500
2647,II,59.629,[ 189  593  998 1398 1798 2198 2604],56.667,122.333,327.333,805.000,130.000
2648,II,58.996,[ 345  754 1157 1560 1971 2382 2786],70.286,145.000,292.000,813.667,75.143
2649,II,80.205,[ 158  458  759 1042 1344 1642 1959 2261 2554 2853],78.800,98.222,299.556,598.889,99.600
2650,II,63.717,[ 219  602  975 1350 1733 2110 2480 2856],66.500,104.857,352.286,753.429,125.000
2651,II,77.134,[ 517  954 1211 1449 1703 2154 2632 2875],47.500,106.571,261.143,673.714,112.571
2652,II,66.778,[ 125  457  799 1148 1510 1898 2265 2647],68.286,121.333,353.667,720.571,143.750
2653,II,116.885,[ 298  504  709  914 1120 1325 1531 1735 1940 2144 2350 2556 2762],82.308,90.000,216.667,410.667,66.000
2654,II,62.512,[ 488  866 1260 1627 2018 2414 2793],60.571,131.667,244.000,768.333,74.286
2655,II,56.471,[ 472  897 1320 1746 2172 2597],53.333,144.000,332.800,850.000,90.000
2656,II,76.304,[ 567 1049 1539 1662 1992 2483 2904],82.571,206.333,440.333,779.000,120.667
2657,II,69.722,[ 440  781 1120 1475 1822 2166 2508 2850],62.500,104.857,338.571,688.571,125.500
2658,II,81.704,[ 362  880 1172 1443 1698 1979 2259 2534 2809],35.778,173.000,377.000,611.750,68.000
2659,II,65.227,[ 230  602  979 1346 1715 2078 2441 2806],70.750,106.000,334.857,736.000,133.500
2660,II,56.213,[ 387  812 1232 1664 2098 2522],107.667,158.000,328.000,854.000,80.000
2661,II,63.772,[ 212  614 1005 1395 1774 2135 2496 2851],49.750,180.000,341.333,754.000,52.000
2662,II,84.469,[ 200  499  800 1104 1409 1710 2009 2170 2498 2873],88.200,132.444,350.222,594.000,110.889
2663,II,91.141,[ 312  576  838 1101 1365 1630 1894 2156 2420 2682],84.600,126.667,332.000,526.667,101.400
2664,II,80.660,[ 352  643  926 1217 1527 1832 2134 2433 2734],75.778,131.333,330.750,595.500,85.714
2665,II,68.604,[ 267  595  929 1273 1621 1980 2349 2720],92.750,192.286,421.429,700.857,117.500
2666,II,58.761,[ 235  713 1117 1509 1903 2302 2696],55.714,144.333,234.333,820.333,16.000
2667,II,71.137,[ 445  790 1128 1468 1808 2144 2475 2807],90.500,151.714,384.286,674.857,109.000
2668,II,56.597,[ 418  856 1298 1705 2124 2540],80.000,123.200,340.000,848.800,122.333
2669,II,72.158,[ 200  528  862 1193 1525 1862 2194 2525 2861],81.778,110.500,346.500,665.250,151.250
2670,II,63.023,[ 263  648 1031 1410 1793 2169 2548],64.857,137.667,333.333,761.667,150.286
2671,II,72.740,[ 265  614  935 1265 1600 1932 2242 2577],63.333,182.000,386.000,660.571,96.500
2672,II,70.213,[ 292  629  966 1305 1647 1992 2338 2685],65.500,140.571,273.714,683.714,52.750
2673,II,71.284,[ 410  759 1110 1458 1789 2111 2438 2769],82.250,153.429,372.857,674.000,88.250
2674,II,80.764,[ 129  442  751 1043 1338 1631 1920 2213 2508 2805],49.111,122.444,211.333,594.667,36.400
2675,II,54.862,[ 290  699 1129 1578 2028 2480],107.333,186.000,415.200,876.000,90.667
2676,II,56.485,[ 219  640 1069 1484 1913 2332 2769],90.286,166.000,309.000,850.000,47.429
2677,II,65.578,[ 475  837 1199 1564 1933 2303 2671],101.143,201.667,427.333,732.000,136.857
2678,II,72.780,[ 410  739 1081 1412 1750 2082 2392 2720],73.750,107.429,317.143,660.000,100.250
2679,II,61.435,[ 434  824 1216 1603 1994 2386 2778],88.286,134.000,401.333,781.333,137.714
2680,II,58.118,[ 539  981 1403 1823 2235 2609],92.333,136.800,368.000,828.000,109.667
2681,II,82.551,[ 148  443  730 1015 1307 1602 1899 2188 2476 2765],94.222,92.889,269.111,581.556,87.400
2682,II,79.657,[ 180  482  782 1080 1382 1685 1979 2279 2584 2892],60.200,119.556,288.222,602.667,106.889
2683,II,77.850,[ 123  439  744 1055 1359 1665 1973 2277 2591 2898],72.667,137.750,353.000,616.667,118.889
2684,II,76.471,[ 184  494  805 1110 1415 1727 2048 2372 2696],86.889,127.250,176.500,628.000,2.000
2685,II,58.711,[ 336  743 1142 1555 1966 2377 2789],100.571,197.333,431.333,817.667,98.857
2686,II,69.855,[ 443  786 1130 1474 1817 2160 2504 2848],72.250,179.200,405.200,687.143,134.000
2687,II,69.369,[ 255  605  952 1296 1644 1993 2336 2677],74.250,163.667,371.333,692.000,97.000
2688,II,56.476,[ 196  621 1059 1495 1921 2338 2747],49.000,158.667,399.333,850.333,144.000
2689,II,84.749,[ 269  547  823 1100 1377 1658 1953 2244 2534 2819],75.333,115.778,334.889,566.667,112.400
2690,II,53.035,[ 341  757 1209 1689 2141 2608],85.333,237.333,418.000,906.800,51.500
2691,II,66.360,[ 429  789 1151 1515 1876 2237 2599],94.857,68.000,233.000,723.333,86.286
2692,II,64.896,[ 195  571  941 1310 1679 2053 2421 2784],75.750,105.429,160.857,739.714,20.500
2693,II,70.670,[ 141  599  961 1323 1606 2042 2232 2721],40.571,104.667,308.000,737.143,108.000
2694,II,80.438,[ 175  522  746 1077 1425 1799 2069 2300 2637],75.750,122.000,335.250,615.500,102.000
2695,II,61.359,[ 261  645 1038 1432 1822 2213 2608],59.143,97.667,316.000,782.333,113.714
2696,II,80.129,[ 214  522 1071 1378 1698 1926 2230 2656 2837],70.222,182.500,274.750,655.750,13.778
2697,II,85.293,[ 313  619  918 1208 1495 1791 2092 2404 2589 2901],64.400,132.000,269.750,575.111,94.250
2698,II,100.041,[ 242  488  736  987 1234 1478 1728 1978 2224 2469 2713 2898],77.500,111.636,262.545,482.909,92.545
2699,II,60.101,[ 179  580  980 1379 1776 2175 2575],87.333,119.333,397.667,798.667,153.429
2700,II,77.599,[ 185  412  740 1068 1392 1713 2038 2363 2691],86.500,163.750,387.500,626.500,117.111
2701,II,48.903,[ 395  894 1384 1872 2362 2849],47.667,174.000,350.000,981.600,98.000
2702,II,51.774,[ 145  600 1064 1534 1995 2463],66.400,103.000,240.500,927.200,116.333
2703,II,73.137,[ 265  593  918 1240 1564 1888 2215 2550 2891],94.889,144.500,363.500,656.500,81.000
2704,II,64.326,[ 145  522  922 1322 1675 2042 2418 2763],72.857,107.333,340.333,748.000,127.250
2705,II,72.626,[ 247  576  918 1244 1564 1906 2241 2570 2892],81.778,84.750,302.250,661.250,98.250
2706,II,77.656,[ 321  629  939 1256 1522 1800 2143 2479 2809],96.889,126.500,349.500,622.000,104.667
2707,II,70.835,[ 265  574  892 1226 1573 1930 2288 2643],73.250,130.857,376.286,679.429,139.250
2708,II,69.979,[ 440  788 1140 1493 1841 2173 2507 2842],90.000,88.571,298.286,686.286,98.750
2709,II,62.551,[ 363  717 1070 1447 1852 2272 2674],94.857,143.333,347.667,770.333,101.429
2710,II,58.951,[ 236  629 1074 1511 1917 2298 2686],98.000,90.500,334.333,816.667,110.000
2711,II,57.867,[ 206  623 1051 1468 1860 2278 2696],105.429,158.000,393.667,830.000,116.857
2712,II,76.531,[ 327  646  974 1290 1598 1914 2225 2527 2837],89.556,125.250,373.750,627.500,175.750
2713,II,74.719,[ 355  677  998 1319 1648 1976 2291 2604],79.750,154.857,358.571,642.571,114.500
2714,II,66.804,[ 461  806 1155 1506 1865 2238 2619],60.857,132.667,322.667,719.333,108.286
2715,II,93.108,[ 196  452  709  964 1218 1474 1731 1988 2248 2509 2774],60.364,107.400,303.800,515.600,131.818
2716,II,69.924,[ 152  458  852 1150 1501 1853 2208 2562 2915],72.286,210.000,285.667,690.750,8.333
2717,II,77.630,[ 259  571  877 1181 1485 1799 2101 2392 2737],69.111,137.429,348.750,619.500,89.750
2718,II,106.418,[ 252  480  709  937 1112 1394 1624 1851 2080 2309 2500 2769],83.167,,,457.636,62.000
2719,II,82.843,[ 296  590  883 1175 1468 1760 2049 2298 2617 2912],79.200,85.556,276.444,581.333,102.444
2720,II,74.177,[ 395  716 1049 1383 1707 2016 2338 2661],77.000,95.429,307.429,647.429,148.250
2721,II,70.915,[ 444  774 1123 1472 1797 2141 2489 2815],51.250,106.571,326.000,677.429,116.750
2722,II,99.133,[ 329  571  813 1055 1297 1539 1781 2023 2265 2507 2750],78.727,91.200,255.400,484.200,84.182
2723,II,57.392,[ 219  627 1033 1461 1903 2315 2730],82.857,126.000,342.667,837.000,72.857
2724,II,64.014,[ 433  828 1194 1548 1932 2325 2686],77.143,110.000,187.667,751.000,40.286
2725,II,55.055,[ 271  712 1169 1623 2046 2454],97.600,154.000,372.000,873.200,127.333
2726,II,59.617,[ 266  687 1106 1511 1913 2296 2684],88.571,154.333,410.667,806.000,148.000
2727,II,63.676,[ 215  612 1018 1409 1772 2120 2502 2860],87.000,85.600,284.571,755.714,100.000
2728,II,65.716,[ 152  515  884 1247 1601 1968 2341 2709],90.571,104.000,324.000,730.571,120.750
2729,II,62.378,[ 421  792 1190 1553 1957 2332 2733],40.000,89.000,278.000,770.667,120.286
2730,II,63.787,[ 147  520  894 1273 1651 2021 2400 2781],67.429,195.000,428.667,752.571,141.500
2731,II,73.404,[ 448  782 1110 1433 1761 2091 2416 2737],61.250,92.000,320.000,654.000,117.250
2732,II,74.293,[ 441  771 1090 1395 1734 2072 2403 2706],89.750,76.286,294.000,647.143,123.750
2733,II,49.993,[ 198  643 1326 1796 2203 2663],74.400,94.000,345.600,986.000,149.333
2734,II,57.918,[ 392  803 1229 1651 2057 2463 2879],83.714,239.667,407.667,829.000,59.667
2735,II,83.059,[ 256  546  846 1143 1444 1722 1992 2273 2576 2860],74.800,105.111,270.222,578.667,77.333
2736,II,91.504,[ 230  480  729  986 1247 1510 1775 2043 2316 2586 2855],51.455,90.400,299.800,525.000,123.200
2737,II,69.802,[ 289  632  977 1326 1664 2006 2351 2696],85.000,119.143,345.714,687.714,142.750
2738,II,69.047,[ 228  575  932 1287 1635 1986 2324 2662],66.000,134.857,356.571,695.429,137.000
2739,II,59.422,[ 344  738 1136 1536 1944 2354 2768],91.714,83.000,205.667,808.000,63.714
2740,II,93.606,[ 295  554  810 1066 1322 1580 1836 2090 2346 2604 2859],83.818,123.400,327.200,512.800,92.600
2741,II,62.899,[ 382  860 1203 1518 1967 2343 2713],57.429,157.000,302.667,777.000,66.571
2742,II,68.748,[ 169  500  845 1199 1547 1905 2259 2614],44.750,111.143,303.429,698.571,140.250
2743,II,83.616,[ 244  563  834 1122 1405 1690 1976 2289 2552 2835],49.200,105.556,325.778,575.778,93.000
2744,II,84.581,[ 243  526  807 1087 1372 1660 1948 2233 2514 2797],89.800,154.222,374.444,567.556,100.200
2745,II,95.546,[ 205  461  700  929 1155 1394 1749 2031 2281 2522 2755],67.636,159.400,319.800,510.000,77.091
2746,II,72.736,[ 255  580  912 1244 1575 1899 2227 2558 2895],35.111,147.143,208.000,660.000,24.857
2747,II,67.673,[ 327  631 1028 1401 1765 2115 2465 2822],88.750,123.714,294.571,712.857,55.750
2748,II,77.445,[ 342  656  995 1353 1713 2055 2385 2710 2903],86.222,148.500,340.500,640.250,81.000
2749,II,62.062,[ 150  537  921 1307 1694 2081 2471 2857],82.571,85.667,304.000,773.429,101.429
2750,II,70.409,[ 357  712 1047 1383 1726 2058 2398 2744],81.750,107.714,301.714,682.000,102.500
2751,II,52.543,[ 350  787 1233 1671 2159 2638],89.667,209.600,486.000,915.200,103.667
2752,II,65.644,[ 132  473  837 1200 1556 1939 2306 2695],84.000,87.333,290.000,732.286,106.500
2753,II,61.664,[ 412  816 1220 1599 1963 2355 2750],79.429,165.667,363.000,779.333,88.000
2754,II,62.109,[ 149  538  922 1307 1695 2079 2464 2854],89.714,128.000,345.333,772.857,122.000
2755,II,61.316,[ 238  644 1033 1419 1805 2182 2588],84.571,81.333,299.667,783.333,107.714
2756,II,83.760,[ 281  570  858 1147 1435 1723 2011 2296 2578 2860],81.000,164.250,350.667,573.111,65.556
2757,II,86.796,[ 370  756  991 1467 1716 1962 2206 2385 2782],66.222,171.500,297.500,603.000,49.778
2758,II,71.004,[ 180  509  834 1173 1509 1861 2209 2538 2886],74.667,172.000,385.500,676.500,105.500
2759,II,92.865,[ 269  529  793 1053 1319 1578 1836 2093 2348 2602 2854],86.727,95.600,274.000,517.000,67.273
2760,II,86.970,[ 137  415  691  962 1234 1513 1796 2075 2349 2621 2897],78.600,96.600,285.800,552.000,105.600
2761,II,68.815,[ 235  578  926 1264 1616 1970 2328 2677],46.000,98.333,293.143,697.714,89.143
2762,II,70.831,[ 411  725 1085 1417 1765 2106 2445 2786],69.000,111.333,300.286,678.571,174.286
2763,II,97.488,[ 319  563  807 1052 1299 1544 1792 2043 2290 2534 2781],81.091,243.111,320.400,492.400,-29.200
2764,II,72.793,[ 300  717 1134 1549 1965 2391 2592 2812],65.750,114.000,221.429,717.714,46.000
2765,II,61.954,[ 431  783 1192 1574 1966 2357 2760],106.571,107.333,363.667,776.333,125.714
2766,II,69.824,[ 139  483  831 1186 1549 1912 2259 2598 2897],48.500,138.857,364.000,689.500,102.000
2767,II,60.584,[ 124  517  908 1306 1704 2102 2501],60.667,158.400,306.800,792.333,84.667
2768,II,58.500,[ 297  702 1120 1535 1935 2348 2759],79.143,125.000,282.667,820.667,96.000
2769,II,66.616,[ 296  680 1059 1409 1768 2131 2487 2822],76.750,173.429,377.714,721.714,109.429
2770,II,67.551,[ 438  801 1155 1512 1869 2218 2570],66.000,107.333,282.667,710.667,121.429
2771,II,79.528,[ 229  525  822 1126 1429 1730 2024 2334 2644],81.556,103.500,346.000,603.750,150.222
2772,II,69.635,[ 484  817 1147 1502 1867 2211 2548 2899],83.000,163.000,310.571,690.000,37.000
2773,II,56.525,[ 163  572 1002 1445 1872 2286 2712],90.333,193.333,413.200,849.667,85.333
2774,II,69.081,[ 174  635  961 1446 1864 2369 2629 2834],56.000,145.714,324.857,760.000,78.750
2775,II,87.909,[ 224  496  759 1023 1289 1557 1828 2103 2389 2684],96.800,145.556,339.333,546.667,95.400
2776,II,72.925,[ 140  335  690 1056 1431 1804 2174 2548],77.143,150.667,310.333,688.000,64.000
2777,II,62.207,[ 182  551  939 1342 1708 2098 2505 2886],82.857,170.000,438.571,772.571,161.714
2778,II,116.674,[ 205  413  620  825 1030 1237 1437 1636 1837 2041 2248 2457 2668 2880],63.857,122.000,261.846,411.538,86.154
2779,II,88.409,[ 226  482  742 1005 1272 1543 1817 2095 2379 2673],68.000,100.444,294.222,543.778,123.000
2780,II,62.933,[ 159  564  973 1377 1781 2107 2612 2897],76.000,153.333,379.667,782.286,109.429
2781,II,123.360,[ 433  562  935 1064 1440 1569 1932 2062 2385 2513 2906],44.571,,,494.600,105.000
2782,II,64.406,[ 361  759 1023 1540 1898 2290 2673],81.714,163.600,252.400,770.667,46.333
2783,II,66.438,[ 333  715 1228 1589 2119 2313 2716],68.857,140.667,439.000,794.333,135.429
2784,II,90.683,[ 354  620  886 1150 1415 1680 1942 2205 2469 2736],62.800,103.556,295.111,529.333,80.000
2785,II,73.469,[ 319  648  974 1292 1620 1946 2273 2606],58.500,130.000,343.714,653.429,148.000
2786,II,62.622,[ 397  781 1145 1486 1924 2348 2712],60.000,133.333,322.667,771.667,101.714
2787,II,71.010,[ 188  526  868 1205 1546 1882 2215 2552 2892],64.889,141.250,344.250,676.000,111.500
2788,II,56.481,[ 160  594  997 1421 1852 2276 2711],54.667,248.000,392.000,850.333,-20.000
2789,II,82.554,[ 420  730 1039 1349 1660 1972 2282 2520 2769],73.111,122.250,325.750,587.250,109.111
2790,II,64.680,[ 302  670 1047 1407 1766 2141 2531 2901],63.750,165.000,300.000,742.571,26.333
2791,II,75.826,[ 197  505  819 1132 1446 1760 2077 2401 2730],89.333,124.250,353.500,633.250,126.222
2792,II,69.061,[ 295  650  999 1344 1683 2031 2379 2728],88.750,163.143,385.143,695.143,111.250
2793,II,75.922,[ 370  673  977 1288 1600 1920 2244 2572 2901],64.667,112.750,317.750,632.750,98.250
2794,II,64.485,[ 279  693 1057 1398 1783 2158 2519],37.143,113.333,340.667,746.667,114.571
2795,II,72.283,[ 213  538  871 1209 1547 1870 2197 2530 2870],76.889,114.750,294.000,664.250,86.500
2796,II,68.633,[ 317  675 1026 1394 1762 2008 2457 2825],84.750,76.286,250.857,716.571,97.250
2797,II,85.776,[ 179  445  702  942 1223 1547 1773 2072 2503 2772],45.400,156.000,298.571,576.222,80.750
2798,II,70.645,[ 173  519  867 1212 1559 1909 2261 2607 2899],75.333,122.250,350.250,681.500,121.250
